Date,Speed,Accelerate,Angle
   11:15:00,2.5,1.17562447,91.35
   11:15:00,0,1.17562447,53
   11:15:00,7,1.17562447,59.34
   11:15:00,0,1.24433,101.33
   11:15:00,4,1.17562447,79.47
   11:15:00,1.5,1.17562447,77.97
   11:15:00,7,1.17562447,93
   11:15:00,13,1.17562447,55.4
   11:15:00,2.5,1.17562447,47.5
   11:15:00,9,1.17562447,10
   11:15:00,4,1.01287,24.5
   11:15:00,11,1.17562447,31
   11:15:00,8,1.17562447,85.1
   11:15:00,5,1.27829,153.6
   11:15:00,0.5,1.27786,82.75
   11:15:00,9,1.17562447,32.4
   11:15:00,1.5,1.14881,44
   11:15:00,0.5,1.17562447,23.01
   11:15:00,8,1.17562447,141.7
   11:15:00,7,1.17562447,62
   11:15:00,8,1.17562447,92.8
   11:15:00,7.5,1.17562447,93
   11:15:00,5,1.17562447,15.7
   11:15:00,7,1.17562447,88.3
   11:15:00,7,1.17562447,85.4
   11:15:00,9,1.17562447,176.9
   11:15:00,3,1.14437,55.2
   11:15:00,12.5,1.17562447,50.1
   11:15:00,7,1.15414,155.1
   11:15:00,1.5,0.97419,215.86
   11:15:00,3.5,0.964793,212.36
   11:15:00,2,1.17562447,97.6
   11:15:00,0.5,1.1083,99.6
   11:15:00,2.5,1.06188,95.1
   11:15:00,0.4,1.08426,60.84
   11:16:00,7,1.17562447,65.3
   11:16:00,6,1.17562447,25.5
   11:16:00,0.8,1.17562447,31.5
   11:16:00,6,1.17562447,50.8
   11:16:00,9.5,1.19169,96.4
   11:16:00,9,1.17562447,92.33
   11:16:00,0,1.17562447,88.9
   11:16:00,0.1,1.37607,155.4
   11:16:00,7,1.17562447,22
   11:16:00,0,1.17562447,104.8
   11:16:00,0.6,1.17562447,104.2
   11:16:00,9,1.17562447,1
   11:16:00,6.5,1.052,54.5
   11:16:00,0,1.0353,100.14
   11:16:00,1.5,1.02526,77.25
   11:16:00,4,1.17562447,78.75
   11:16:00,7,1.03697,56
   11:16:00,0,1.17562447,126.2
   11:16:00,8,0.929973,107.3
   11:16:00,5,1.17562447,16.01
   11:16:00,2,1.17562447,21.01
   11:16:00,9,1.37503,63.75
   11:16:00,9.5,1.17562447,165.8
   11:16:00,8.5,1.17562447,98.15
   11:16:00,0.4,1.17562447,92.6
   11:16:00,2.5,1.04716,90.1
   11:16:00,7,1.17562447,108.1
   11:16:00,0,1.17562447,100.9
   11:16:00,7,1.17562447,79.4
   11:16:00,7,1.17562447,99.6
   11:16:00,5,1.17562447,47.85
   11:16:00,8,1.12834,68.9
   11:16:00,0.5,1.1534,57.84
   11:16:00,2.5,1.17562447,58.34
   11:17:00,3.5,1.17562447,22
   11:17:00,0.4,1.35713,68.2
   11:17:00,0.4,1.17562447,2.3
   11:17:00,5,1.17562447,83.9
   11:17:00,9,1.14512,33
   11:17:00,3.5,1.17562447,98.7
   11:17:00,2,1.17562447,102.2
   11:17:00,10,1.17562447,133.5
   11:17:00,4,1.17562447,10.5
   11:17:00,0,1.29279,125.6
   11:17:00,3.5,0.899903,1.4
   11:17:00,0.4,1.17562447,4.9
   11:17:00,6,1.07174,196.06
   11:17:00,0.5,1.17562447,51.41
   11:17:00,0.4,1.30211,51.91
   11:17:00,8,1.17562447,62.3
   11:17:00,7,1.1485,82.7
   11:17:00,7,1.17562447,94
   11:17:00,8,1.17562447,42.6
   11:17:00,10,1.17562447,91.2
   11:17:00,7,1.17562447,106.3
   11:17:00,7,1.17562447,55.3
   11:17:00,7,1.17562447,48.9
   11:17:00,4,1.17562447,151.1
   11:17:00,7,1.17562447,81.77
   11:17:00,0.4,1.17562447,42
   11:17:00,5.5,1.17562447,79.5
   11:17:00,0.4,1.17562447,6.4
   11:17:00,10.5,1.17562447,76.8
   11:18:00,4,1.17562447,18
   11:18:00,0.5,1.17562447,63.7
   11:18:00,4,1.17562447,64.2
   11:18:00,7,1.17562447,247.4
   11:18:00,1.8,0.941869,0.2
   11:18:00,0.6,1.17562447,43.43
   11:18:00,2,1.17562447,41.43
   11:18:00,9,1.17562447,12.2
   11:18:00,5,1.17562447,93.7
   11:18:00,10,1.17562447,29.6
   11:18:00,6,1.17562447,23.6
   11:18:00,12,1.17562447,23.5
   11:18:00,8,1.17562447,56
   11:18:00,7,1.17562447,119.2
   11:18:00,0.5,1.17562447,0.9
   11:18:00,3,1.17562447,66.4
   11:18:00,8.5,1.32486,59.8
   11:18:00,0,1.17562447,52.31
   11:18:00,4.5,1.17562447,46.91
   11:18:00,7,1.17562447,52.8
   11:18:00,8.5,1.17562447,29.9
   11:18:00,0.6,1.17562447,24.4
   11:18:00,4,1.17562447,32
   11:18:00,1.5,1.17562447,36.5
   11:18:00,0.5,1.17562447,36
   11:18:00,4,1.17562447,38
   11:18:00,0.5,1.17562447,46
   11:18:00,3.5,1.17562447,2.9
   11:18:00,0,1.17562447,87.3
   11:18:00,4.5,1.17562447,72.3
   11:18:00,0.6,1.17562447,60.45
   11:18:00,7,1.30732,51.9
   11:18:00,9,1.17562447,43.5
   11:19:00,10,1.17562447,237.4
   11:19:00,5,1.17562447,36.43
   11:19:00,7,1.17562447,106.8
   11:19:00,3.5,1.17562447,53.7
   11:19:00,0,1.17562447,118.36
   11:19:00,10.5,1.17562447,40.7
   11:19:00,15,1.17562447,4.6
   11:19:00,9,1.17562447,20.2
   11:19:00,10,1.17562447,7.5
   11:19:00,7,1.17562447,152.8
   11:19:00,0,1.17562447,102.71
   11:19:00,7,1.17562447,61.25
   11:19:00,4,1.17562447,90.8
   11:19:00,3.5,1.17562447,65.4
   11:19:00,4.5,1.17562447,83.41
   11:19:00,0.4,1.17562447,87.91
   11:19:00,3,1.17562447,88.2
   11:19:00,3.5,1.34919,20.9
   11:19:00,6,1.17562447,14.9
   11:19:00,0,1.17562447,100.4
   11:19:00,7,1.17562447,39
   11:19:00,0.5,1.28358,2.4
   11:19:00,5,1.17562447,55.45
   11:19:00,5,1.17562447,50.45
   11:19:00,0,0.940278,61.24
   11:19:00,5,1.17562447,2.2
   11:20:00,6.5,1.17562447,9.6
   11:20:00,7,1.17562447,36.31
   11:20:00,0,1.17562447,212.2
   11:20:00,3.1,1.17562447,37.6
   11:20:00,7,1.17562447,22.6
   11:20:00,10,1.17562447,10.2
   11:20:00,10,1.17562447,29
   11:20:00,8,1.17562447,57
   11:20:00,4,1.17562447,52
   11:20:00,1.5,1.17562447,100.61
   11:20:00,0.6,1.2241,102.11
   11:20:00,0,1.17562447,102.5
   11:20:00,0,1.18801,51.1
   11:20:00,3.6,1.18507,60.9
   11:20:00,0.5,1.0647,63.91
   11:20:00,3.5,1.17562447,60.41
   11:20:00,0.8,1.17562447,178.4
   11:20:00,7,0.943177,1.3
   11:20:00,0.6,1.17562447,28.64
   11:20:00,10,0.902428,90.9
   11:20:00,3,0.812182,80.41
   11:20:00,0.7,1.17562447,24.9
   11:20:00,0.4,1.17562447,0.01
   11:20:00,0.6,1.17562447,69.84
   11:20:00,8,1.17562447,188.85
   11:20:00,0.6,1.17562447,69.7
   11:21:00,0,1.17562447,100.3
   11:21:00,0.5,1.17562447,99.8
   11:21:00,8.1,1.13462,82.2
   11:21:00,3,1.17562447,33.43
   11:21:00,0.5,1.17562447,101
   11:21:00,8,1.15125,120.3
   11:21:00,5,1.20713,199.1
   11:21:00,8,1.12743,3.2
   11:21:00,0.6,1.01658,51.9
   11:21:00,2,1.17562447,171.38
   11:21:00,0.7,1.17562447,173.38
   11:21:00,7,1.1456,92.4
   11:21:00,1,1.17562447,92
   11:21:00,7,1.17562447,10.2
   11:21:00,12,1.17562447,247.1
   11:21:00,0.9,1.17562447,7.7
   11:21:00,2,1.17562447,150.8
   11:21:00,0.6,1.17562447,80.98
   11:21:00,3.5,1.17562447,74.98
   11:21:00,2.5,1.17562447,78.48
   11:21:00,1.5,1.17562447,99.11
   11:21:00,6,1.17562447,124.95
   11:21:00,0,1.17562447,106
   11:21:00,0.6,1.1658,105.4
   11:21:00,10,1.17562447,25.2
   11:21:00,3,1.17562447,57.41
   11:21:00,2.5,1.17562447,175.9
   11:21:00,3.5,1.33212,172.4
   11:21:00,8,1.17562447,83.9
   11:21:00,0.6,1.17562447,60.2
   11:21:00,4.5,1.17562447,24.14
   11:21:00,0.5,1.17562447,23.64
   11:21:00,0.4,1.17562447,263.31
   11:21:00,3.5,1.17562447,259.81
   11:21:00,3,1.17562447,256.81
   11:21:00,0.4,1.17562447,174.5
   11:21:00,5,1.17562447,169.5
   11:21:00,4,1.17562447,8.5
   11:21:00,0.4,1.28947,12.5
   11:21:00,0.5,1.17562447,8
   11:21:00,3.5,1.17562447,64.34
   11:21:00,2,1.17562447,67.84
   11:21:00,10,1.17562447,178.85
   11:21:00,2.5,1.17562447,67.2
   11:21:00,4.5,1.17562447,62.7
   11:21:00,5.5,1.17562447,72.2
   11:22:00,7,1.17562447,46.9
   11:22:00,0.5,1.20209,100.5
   11:22:00,2,1.17562447,98.5
   11:22:00,8,1.17562447,78
   11:22:00,7,1.17562447,35.6
   11:22:00,7,1.17562447,159.1
   11:22:00,1.5,1.17562447,50.4
   11:22:00,4,1.17562447,167.38
   11:22:00,4,1.17562447,86
   11:22:00,2,1.17562447,90
   11:22:00,2,1.17562447,134.4
   11:22:00,2,1.27984,136.4
   11:22:00,0.6,1.17562447,138.4
   11:22:00,5.5,1.17562447,59.6
   11:22:00,9,1.17562447,56
   11:22:00,10,1.17562447,19
   11:22:00,3,1.17562447,4.7
   11:22:00,2.5,1.06845,2.2
   11:22:00,2,1.07881,60.31
   11:22:00,0.6,1.17562447,62.31
   11:22:00,8,1.12298,43.1
   11:22:00,8,1.17562447,150.84
   11:22:00,1.1,1.17562447,80.6
   11:22:00,5.5,1.17562447,32.1
   11:22:00,0.5,1.28926,37.6
   11:22:00,1.5,1.17562447,21.31
   11:22:00,0.8,1.20262,22.81
   11:22:00,0.4,1.17562447,83.71
   11:22:00,0.4,1.17562447,118.1
   11:22:00,0,1.17562447,102.8
   11:22:00,6.1,1.17562447,96.7
   11:22:00,0.4,1.17562447,129.7
   11:22:00,4.5,1.33266,55.7
   11:22:00,0.5,1.17562447,55.2
   11:22:00,7,1.17562447,26
   11:22:00,0.8,1.17562447,42.9
   11:22:00,4,1.17562447,38.9
   11:22:00,0.8,1.04736,97.3
   11:22:00,4,1.17562447,93.3
   11:22:00,0.8,1.11247,220.02
   11:22:00,0.6,1.03896,78.6
   11:22:00,0.6,1.17562447,155.7
   11:22:00,0.8,1.04505,156.3
   11:22:00,2.5,1.17562447,41.3
   11:22:00,0.6,1.1915,43.8
   11:22:00,0.5,1.17562447,109.8
   11:22:00,7,1.13915,79.79
   11:22:00,1.5,1.17562447,62.84
   11:22:00,4,1.17562447,58.84
   11:22:00,0.6,1.17562447,123.79
   11:22:00,0.6,1.11559,71.9
   11:22:00,0.6,1.17562447,51.29
   11:23:00,0.4,1.17562447,42.5
   11:23:00,7.5,1.22842,92.3
   11:23:00,9,1.17562447,40.3
   11:23:00,3,1.17562447,79.2
   11:23:00,6.5,1.17562447,348
   11:23:00,3,1.17562447,47.4
   11:23:00,4,1.17562447,130.4
   11:23:00,10,1.17562447,25.9
   11:23:00,7,1.17562447,63.3
   11:23:00,10,1.28005,9
   11:23:00,8,1.17562447,60
   11:23:00,5,1.17562447,15
   11:23:00,0.5,1.17562447,19.4
   11:23:00,0.6,1.17562447,19.9
   11:23:00,2,1.17562447,0.2
   11:23:00,4,1.17562447,91.5
   11:23:00,0.7,1.17562447,95.5
   11:23:00,3.5,1.17562447,101.9
   11:23:00,4,1.17562447,56.31
   11:23:00,8,1.17562447,188.81
   11:23:00,0.4,1.17562447,123.4
   11:23:00,0.4,1.17562447,93.2
   11:23:00,0.6,1.17562447,21.4
   11:23:00,0.5,1.17562447,76.5
   11:23:00,4,1.05004,17.31
   11:23:00,5,1.17562447,78.71
   11:23:00,2.5,1.17562447,76.21
   11:23:00,2,1.17562447,74.21
   11:23:00,1,1.41347,117.1
   11:23:00,2,1.17562447,155.2
   11:23:00,0.4,1.17562447,157.2
   11:23:00,0.5,1.17562447,129.2
   11:23:00,0.4,0.693975,44.8
   11:23:00,9,1.0433,182.9
   11:23:00,2,1.17562447,77.8
   11:23:00,0.4,1.17562447,79.8
   11:23:00,3,1.17562447,74.8
   11:23:00,1.5,1.17562447,37.4
   11:23:00,3.5,1.17562447,89.8
   11:23:00,4,1.17562447,216.02
   11:23:00,0.5,1.17562447,43
   11:23:00,1.5,1.10146,74.6
   11:23:00,2.5,1.17562447,76.1
   11:23:00,0.8,1.17562447,154.9
   11:23:00,2.5,1.11657,152.4
   11:23:00,2.5,1.20662,149.9
   11:23:00,4,1.17562447,145.9
   11:23:00,4,1.17562447,141.9
   11:23:00,3,1.17562447,38.3
   11:23:00,2,1.17562447,7.9
   11:23:00,2,1.17562447,107.8
   11:23:00,0.5,1.17562447,107.3
   11:23:00,2,1.17562447,136.9
   11:23:00,7,1.17562447,25.2
   11:23:00,9.5,1.17562447,23.25
   11:23:00,0.6,1.17562447,127.3
   11:23:00,2.5,1.17562447,121.29
   11:23:00,0.5,1.17562447,120.79
   11:23:00,4,1.17562447,67.9
   11:23:00,3.5,1.17562447,64.4
   11:23:00,3.5,1.22915,46.29
   11:23:00,1.5,1.17562447,49.79
   11:24:00,0.5,1.17562447,42
   11:24:00,8,1.0736,80.8
   11:24:00,0.6,1.1475,90.8
   11:24:00,0.6,1.08422,83.6
   11:24:00,12,1.17562447,34.6
   11:24:00,0.4,1.17562447,80.1
   11:24:00,12,1.17562447,72.74
   11:24:00,1,1.17562447,42.11
   11:24:00,7,1.17562447,56.3
   11:24:00,12,1.17562447,1
   11:24:00,4,1.17562447,15.4
   11:24:00,12,1.17562447,37.5
   11:24:00,9,1.17562447,38.7
   11:24:00,10,1.17562447,28.5
   11:24:00,0.6,1.17562447,68.4
   11:24:00,3.5,1.17562447,84.5
   11:24:00,3.5,1.17562447,88
   11:24:00,6.5,1.17562447,65.3
   11:24:00,0.4,1.17562447,142.9
   11:24:00,3.5,1.17562447,119.9
   11:24:00,2.5,1.17562447,101.16
   11:24:00,0.4,1.17562447,103.66
   11:24:00,5,1.17562447,88.2
   11:24:00,1.5,1.17562447,19.9
   11:24:00,4,1.17562447,15.9
   11:24:00,9,1.18289,67.5
   11:24:00,0.5,1.17562447,116.6
   11:24:00,4.5,1.17562447,112.1
   11:24:00,5.5,1.23223,83.9
   11:24:00,3,1.17562447,152.2
   11:24:00,2.5,1.17562447,126.7
   11:24:00,1.5,1.17562447,152.4
   11:24:00,1.5,1.17562447,153.9
   11:24:00,0,1.17562447,120.05
   11:24:00,2,1.24347,35.4
   11:24:00,3.5,1.17562447,212.52
   11:24:00,8.5,1.17562447,88.8
   11:24:00,2.5,1.17562447,40.5
   11:24:00,7,1.07971,72.9
   11:24:00,8,1.17562447,38.4
   11:24:00,3.5,1.17562447,136.4
   11:24:00,2,1.17562447,139.9
   11:24:00,0,1.17562447,51.6
   11:24:00,5,1.17562447,120.3
   11:24:00,2,1.17562447,125.3
   11:24:00,0,1.17562447,55
   11:25:00,3,1.09031,87.8
   11:25:00,4,1.17562447,79.6
   11:25:00,10,1.17562447,167.5
   11:25:00,3.5,1.08271,76.6
   11:25:00,0.5,1.17562447,32.9
   11:25:00,2,1.17562447,26.9
   11:25:00,4,1.17562447,28.9
   11:25:00,7,1.17562447,145.1
   11:25:00,1.5,1.17562447,84.5
   11:25:00,0.4,1.17562447,57.9
   11:25:00,12,1.23238,78.7
   11:25:00,5,1.17562447,55
   11:25:00,3.5,1.17562447,64.9
   11:25:00,0.6,1.22774,32.9
   11:25:00,3,1.17562447,75.9
   11:25:00,2.5,1.23923,99.4
   11:25:00,9,1.17562447,62.2
   11:25:00,9,1.17562447,83.1
   11:25:00,9,1.17562447,76.5
   11:25:00,8,1.11209,78.3
   11:25:00,0,1.17562447,143.3
   11:25:00,2.5,1.17562447,140.4
   11:25:00,0,1.17562447,108.9
   11:25:00,0.5,1.17562447,108
   11:25:00,0.4,1.17562447,108.5
   11:25:00,5,1.17562447,114.9
   11:25:00,0.5,1.17562447,100.66
   11:25:00,3.5,1.17562447,84.7
   11:25:00,8,1.17562447,58.7
   11:25:00,0.6,1.17562447,55.3
   11:25:00,0,0.965748,53.8
   11:25:00,6.1,1.17562447,74.89
   11:25:00,2,1.17562447,72.89
   11:25:00,0,1.17562447,54.5
   11:25:00,0.5,1.17562447,92.8
   11:25:00,0.4,1.17562447,5.6
   11:25:00,8.1,1.17562447,92.9
   11:25:00,2.5,1.17562447,42.3
   11:25:00,0,1.17562447,121.96
   11:25:00,1.5,1.17562447,150.9
   11:25:00,3,1.17562447,147.9
   11:25:00,3,1.17562447,144.9
   11:25:00,10,1.17562447,154.4
   11:25:00,0,1.17562447,118.8
   11:25:00,3.5,1.17562447,37
   11:25:00,0,1.17562447,101.62
   11:25:00,0,1.17562447,100.3
   11:25:00,0.8,1.17562447,99.5
   11:25:00,7,1.17729,77.74
   11:25:00,0.5,1.07892,25.28
   11:25:00,0,0.977265,107.3
   11:25:00,8,1.17562447,163.25
   11:25:00,8,1.17562447,24
   11:26:00,4,1.17562447,83.8
   11:26:00,3.5,1.17562447,76.1
   11:26:00,0.6,1.17562447,66.8
   11:26:00,0,1.17562447,127.4
   11:26:00,9,1.21538,67.61
   11:26:00,2.5,1.17562447,74.1
   11:26:00,0.8,1.17562447,67.57
   11:26:00,3.5,1.17562447,64.07
   11:26:00,4,1.17562447,51
   11:26:00,2.5,1.17562447,55
   11:26:00,0.4,1.17562447,57.5
   11:26:00,2,1.30788,91.7
   11:26:00,12,1.17562447,34
   11:26:00,3,1.17562447,35.7
   11:26:00,4,1.17562447,28.9
   11:26:00,0.8,1.17562447,104.02
   11:26:00,0.6,1.52298,311.7
   11:26:00,11,1.17562447,62.3
   11:26:00,8,1.17562447,26.3
   11:26:00,5,1.17562447,48.64
   11:26:00,1.8,1.17562447,56.64
   11:26:00,3,1.17562447,53.64
   11:26:00,2.5,1.17562447,105.5
   11:26:00,3,1.17562447,111.9
   11:26:00,0.6,1.17562447,274.4
   11:26:00,1.5,1.17562447,91.8
   11:26:00,0.7,1.11769,97.8
   11:26:00,0.6,1.12825,31.5
   11:26:00,4.5,1.07371,93.3
   11:26:00,8.5,1.04116,41.71
   11:26:00,7,1.17562447,48.3
   11:26:00,1,1.10961,47.3
   11:26:00,8,1.17562447,45.8
   11:26:00,8,1.17562447,84.8
   11:26:00,4.5,1.17562447,1.1
   11:26:00,0.5,1.17562447,0.6
   11:26:00,7.3,1.17562447,79.8
   11:26:00,3,1.05309,39.3
   11:26:00,0.6,1.09731,80
   11:26:00,0.4,1.17562447,121.56
   11:26:00,4,0.998343,140.9
   11:26:00,2,1.17562447,138.9
   11:26:00,0.4,1.17562447,119.65
   11:26:00,0.6,1.17562447,118.2
   11:26:00,2.5,1.17562447,115.7
   11:26:00,0.6,1.17562447,77.8
   11:26:00,0,1.17562447,201.84
   11:26:00,9.1,1.17562447,23.2
   11:26:00,3,1.17562447,71.6
   11:26:00,0.6,1.17562447,101.02
   11:26:00,2.5,1.17562447,98.52
   11:26:00,3,1.17562447,69.9
   11:26:00,3,1.16324,96.5
   11:26:00,7,1.17562447,91
   11:26:00,7,1.17562447,37.1
   11:26:00,8,1.07704,73.1
   11:26:00,0.6,1.17562447,68.6
   11:26:00,0.5,1.17562447,88.2
   11:26:00,5.5,1.17562447,82.7
   11:26:00,1,1.19122,20.28
   11:26:00,4,1.17562447,21.28
   11:26:00,0,1.17562447,115.8
   11:26:00,9,1.17562447,42.6
   11:26:00,7,1.17562447,79.4
   11:26:00,7,1.17562447,170
   11:26:00,0,1.159,87.6
   11:26:00,0.8,1.17562447,81.1
   11:26:00,0.5,1.17562447,14.6
   11:26:00,3,1.17562447,160.25
   11:26:00,0.6,1.17562447,41.5
   11:26:00,1.5,1.17562447,40
   11:26:00,8,1.17562447,47
   11:27:00,4.5,1.17562447,39.4
   11:27:00,0.5,1.17562447,38.9
   11:27:00,0.6,1.17562447,43.9
   11:27:00,9,1.17562447,191.9
   11:27:00,4,1.27133,171.3
   11:27:00,3.5,1.17562447,59.3
   11:27:00,4,1.17562447,62.8
   11:27:00,7,1.17562447,120.4
   11:27:00,8,1.17562447,37.4
   11:27:00,6,1.17562447,37.4
   11:27:00,0.5,0.807599,63.57
   11:27:00,13,1.11296,25.2
   11:27:00,8.5,1.15897,195.6
   11:27:00,8.1,1.17562447,27.5
   11:27:00,7,1.17562447,68.4
   11:27:00,8,1.17562447,90.11
   11:27:00,0,1.17562447,122.4
   11:27:00,5,1.29304,46
   11:27:00,9,1.17562447,19.5
   11:27:00,3,1.17562447,25.9
   11:27:00,4,1.19968,100.02
   11:27:00,0,1.32788,101.05
   11:27:00,4,1.17562447,307.7
   11:27:00,0.6,1.17562447,34.6
   11:27:00,0.6,1.17562447,85.2
   11:27:00,4,1.17562447,58.3
   11:27:00,0.5,1.17562447,25.8
   11:27:00,0.5,1.17562447,48.14
   11:27:00,3,1.17562447,81.7
   11:27:00,2,0.895672,272.4
   11:27:00,3.5,0.94823,268.9
   11:27:00,1.5,1.17562447,30
   11:27:00,4.5,1.17562447,25.5
   11:27:00,9,1.17562447,42.3
   11:27:00,2,1.17562447,88.8
   11:27:00,0.1,1.17562447,47.2
   11:27:00,0.8,1.17562447,16.51
   11:27:00,4,1.17562447,76
   11:27:00,3.5,1.17562447,72.5
   11:27:00,2.5,1.17562447,119.06
   11:27:00,4,1.17562447,115.65
   11:27:00,3.5,1.17562447,112.2
   11:27:00,0,1.17562447,225.4
   11:27:00,2.5,1.17562447,71.8
   11:27:00,3.5,1.26422,74.3
   11:27:00,0.6,1.3465,201.24
   11:27:00,7,1.17562447,57.5
   11:27:00,0.6,1.17562447,89.4
   11:27:00,2,1.17562447,94.5
   11:27:00,7,1.17562447,60.69
   11:27:00,8,1.17562447,162
   11:27:00,2.5,1.06534,66.1
   11:27:00,3.5,1.17562447,62.6
   11:27:00,10.5,1.17562447,89.9
   11:27:00,8,1.17562447,13.2
   11:27:00,6,1.17562447,101.3
   11:27:00,8,1.17562447,79.6
   11:27:00,0.5,1.24624,14.1
   11:27:00,2.5,1.17562447,11.6
   11:27:00,3,1.17562447,54.1
   11:27:00,1.5,1.17562447,52.6
   11:27:00,5,1.17562447,35
   11:28:00,2.5,1.17562447,36.4
   11:28:00,3.5,1.17562447,188.4
   11:28:00,6,1.17562447,14
   11:28:00,0,1.17562447,51
   11:28:00,3,1.17562447,73.1
   11:28:00,9.5,1.17562447,46.8
   11:28:00,3.5,1.17562447,167.8
   11:28:00,10,1.17562447,15.2
   11:28:00,9,1.17562447,64.45
   11:28:00,1.5,1.17562447,2.5
   11:28:00,3,1.17562447,61.9
   11:28:00,3.5,1.17562447,96.52
   11:28:00,2.5,1.17562447,11.01
   11:28:00,1.5,1.17562447,13.51
   11:28:00,8,1.17562447,93.05
   11:28:00,5,1.17562447,110.6
   11:28:00,0.6,1.05605,115.6
   11:28:00,5,1.17562447,182.7
   11:28:00,0.6,1.17562447,187.7
   11:28:00,1.5,1.17562447,306.2
   11:28:00,3.5,1.17562447,31.1
   11:28:00,2.5,1.17562447,82.7
   11:28:00,3,1.17562447,79.7
   11:28:00,0.6,1.17562447,78.9
   11:28:00,6.1,1.17562447,100
   11:28:00,1.5,1.17562447,15.01
   11:28:00,4,1.17562447,11.01
   11:28:00,0.4,1.17562447,108.36
   11:28:00,8,1.17562447,98.9
   11:28:00,8,1.17562447,31.4
   11:28:00,0.4,1.17562447,225
   11:28:00,4,1.17562447,108.2
   11:28:00,0.5,1.17562447,105.26
   11:28:00,0.4,1.17562447,105.76
   11:28:00,4,1.17562447,197.24
   11:28:00,0,1.17562447,123.2
   11:28:00,8,1.17562447,81.9
   11:28:00,3.5,1.17562447,85.9
   11:28:00,0.8,1.17562447,32.6
   11:28:00,0.8,1.17562447,67.9
   11:28:00,8,1.17562447,20.7
   11:28:00,8,1.17562447,224.6
   11:28:00,7.5,1.17562447,6.7
   11:28:00,0.5,1.27646,40.5
   11:28:00,0.5,1.17562447,107.3
   11:28:00,8.5,1.17562447,32.2
   11:28:00,0.6,1.17562447,163.7
   11:28:00,10,1.17562447,170.6
   11:28:00,6,1.25909,64.63
   11:28:00,3,1.17562447,17.28
   11:28:00,7,1.17562447,73.4
   11:28:00,10,1.32636,10
   11:29:00,8,1.17562447,76.12
   11:29:00,5.5,1.17562447,30.97
   11:29:00,0.6,1.17562447,99.7
   11:29:00,0.5,1.17562447,50.5
   11:29:00,3,1.17562447,111.04
   11:29:00,0.6,1.17562447,114.04
   11:29:00,8,1.17562447,178.8
   11:29:00,0.5,1.17562447,178.9
   11:29:00,0.6,1.10242,84.24
   11:29:00,2.5,1.07975,81.74
   11:29:00,8,1.0787,48.2
   11:29:00,0.6,0.996382,12.9
   11:29:00,6,1.17562447,40.4
   11:29:00,10,1.43144,70.5
   11:29:00,8.5,1.17562447,86.3
   11:29:00,7,1.37835,103.6
   11:29:00,0.6,1.17562447,151.9
   11:29:00,0.8,1.31901,51.9
   11:29:00,0.6,1.17562447,51.3
   11:29:00,3.5,1.17562447,107.1
   11:29:00,2,1.17562447,180.7
   11:29:00,3.5,1.17562447,49.8
   11:29:00,0.5,1.17562447,49.3
   11:29:00,0.4,1.17562447,53.3
   11:29:00,6,1.17562447,19.8
   11:29:00,5,1.17562447,12.6
   11:29:00,0.6,1.17562447,17.6
   11:29:00,7,1.17562447,110.85
   11:29:00,3,1.17562447,75.9
   11:29:00,0.5,1.17562447,72.9
   11:29:00,2.5,1.17562447,73.4
   11:29:00,5,1.17562447,85.4
   11:29:00,0.6,1.17562447,90.4
   11:29:00,2,1.17562447,198.6
   11:29:00,5,1.37661,200.6
   11:29:00,0.6,0.853393,205.6
   11:29:00,8,1.17562447,80.8
   11:29:00,0.5,1.17562447,10.51
   11:29:00,8,1.17562447,61.8
   11:29:00,0,1.17562447,108.76
   11:29:00,3,1.17562447,105.36
   11:29:00,1.5,1.17562447,223.5
   11:29:00,2.5,1.25538,221
   11:29:00,3.5,1.17562447,101.76
   11:29:00,4,1.17562447,193.24
   11:29:00,7,1.17562447,98.8
   11:29:00,9,1.16397,243.64
   11:29:00,1.5,1.17562447,84.4
   11:29:00,0.5,1.22969,83.9
   11:29:00,3.5,1.17562447,64.4
   11:29:00,0.8,1.17562447,269.8
   11:29:00,3,1.2429,37.5
   11:29:00,3,1.17562447,104.3
   11:29:00,0.6,1.17562447,137.1
   11:29:00,5,1.17562447,158.7
   11:29:00,3,1.17562447,155.7
   11:29:00,7,1.17562447,73
   11:29:00,4,1.17562447,51.8
   11:29:00,0.6,1.38655,194.11
   11:29:00,1.5,1.17562447,192.61
   11:29:00,0.4,1.17562447,101.4
   11:30:00,3.5,1.17562447,59.86
   11:30:00,0.5,1.17562447,63.36
   11:30:00,2.5,1.17562447,46.5
   11:30:00,0.4,1.17562447,33.3
   11:30:00,7,1.38849,182.3
   11:30:00,1,1.17562447,94.2
   11:30:00,4.5,1.17562447,95.2
   11:30:00,1.5,1.17562447,49
   11:30:00,3,1.17562447,108.04
   11:30:00,9,1.17562447,102.1
   11:30:00,8,1.17562447,170.9
   11:30:00,9,1.17562447,66.8
   11:30:00,9,1.17562447,79.1
   11:30:00,1.5,1.17562447,11.4
   11:30:00,2,1.22697,9.4
   11:30:00,9,1.03057,8.54
   11:30:00,6.5,0.972419,62.05
   11:30:00,2,1.17562447,20.6
   11:30:00,5,1.28376,145.4
   11:30:00,1.5,1.20557,150.4
   11:30:00,0.6,1.17562447,194.2
   11:30:00,3,1.25868,48.3
   11:30:00,2,1.17562447,46.3
   11:30:00,2,1.17205,178.7
   11:30:00,4,1.17562447,23.2
   11:30:00,2,1.17562447,21.2
